row,plant,mass,BER,fungus,cracking,penetrometer,sugar 1,sugar 2,sugar_avg,date_harvest,date_analysis
4,1,137,0,0,1,1,6.4,7.2,6.8,8/20/2024,8/23/2024
4,6,98.5,0,0,0,1.2,7,8,7.5,8/20/2024,8/23/2024
4,9,67.4,0,0,0,1.4,7.9,8.6,8.3,8/20/2024,8/23/2024
4,4,151.1,0,0,1,1,7.4,8.3,7.9,8/20/2024,8/23/2024
4,7,71.4,0,0,0,1.4,7.4,9.8,8.6,8/20/2024,8/23/2024
4,4,147.6,0,0,0,0.9,7.7,8.6,8.2,8/20/2024,8/23/2024
3,12,249.8,0,0,0,0.5,8.8,9.4,9.1,8/20/2024,8/23/2024
3,8,218.5,0,0,1,1.1,6.6,7.3,7,8/20/2024,8/23/2024
3,10,159.6,0,0,0,1.3,7.6,8.5,8.1,8/20/2024,8/23/2024
3,11,128.1,0,0,0,1,8.7,9.9,9.3,8/20/2024,8/23/2024
4,8,95,0,0,0,1,7.2,8.1,7.7,8/20/2024,8/23/2024
4,1,111.8,0,0,0,1,6.6,7.3,7,8/20/2024,8/23/2024
3,8,126.2,0,0,0,0.6,6.1,6.5,6.3,8/20/2024,8/23/2024
4,7,55.1,0,0,0,1,7.6,8.5,8.1,8/20/2024,8/23/2024
3,9,80.2,0,0,0,1.3,6.6,6.9,6.8,8/20/2024,8/23/2024
4,6,69.2,0,0,0,1.1,6.7,7.3,7,8/20/2024,8/23/2024
4,3,79.2,0,0,0,0.9,6.8,7.5,7.2,8/20/2024,8/23/2024
4,4,71.7,0,0,0,0.8,7.5,8.5,8,8/20/2024,8/23/2024
3,10,86.6,0,0,0,1.1,6.7,7.4,7.1,8/20/2024,8/23/2024
3,10,68.6,0,0,0,1,8.1,8.6,8.4,8/20/2024,8/23/2024
3,9,108.6,0,0,0,1.4,6.9,7.7,7.3,8/20/2024,8/23/2024
3,10,95.2,0,0,0,1.7,7.1,7.8,7.5,8/20/2024,8/23/2024
3,10,73.2,0,0,0,1.5,7.1,7.9,7.5,8/20/2024,8/23/2024
4,7,91.1,0,0,0,1,7.2,8,7.6,8/20/2024,8/23/2024
3,8,90.5,0,0,0,1,6.3,6.7,6.5,8/20/2024,8/23/2024
4,3,69.9,0,0,0,1,7,7.6,7.3,8/20/2024,8/23/2024
3,10,55,0,0,0,1.4,7.6,8.4,8,8/20/2024,8/23/2024
4,3,66.9,0,0,0,1.2,6.5,7.4,7,8/20/2024,8/23/2024
1,7,49.9,0,0,0,1.5,8,8.8,8.4,8/20/2024,8/23/2024
4,7,65.6,0,0,0,1,8.2,8.3,8.3,8/24/2024,8/26/2024
2,10,143.4,0,0,0,1.3,8.6,8.3,8.5,8/24/2024,8/26/2024
4,2,82,0,0,0,1.1,6.9,6.9,6.9,8/24/2024,8/26/2024
4,7,67.1,0,0,0,1.5,7.2,7,7.1,8/24/2024,8/26/2024
4,7,63,0,0,0,1.1,6.3,6.6,6.5,8/24/2024,8/26/2024
4,6,127.7,0,0,0,1.6,6.5,6.2,6.4,8/24/2024,8/26/2024
4,7,46.5,0,0,0,1.1,7.2,7.3,7.3,8/24/2024,8/26/2024
2,7,191.1,0,0,1,1.3,7.4,7.4,7.4,8/24/2024,8/26/2024
4,2,79.8,0,0,0,1,4.3,3.9,4.1,8/24/2024,8/26/2024
4,9,93.9,0,0,0,0.8,7.7,7.7,7.7,8/24/2024,8/26/2024
2,10,139.2,0,1,1,0.5,6.7,7.5,7.1,8/24/2024,8/26/2024
3,10,50.2,0,0,0,0.9,8,6.5,7.3,8/24/2024,8/26/2024
4,4,168.7,0,0,1,1.4,8.1,7.9,8,8/24/2024,8/26/2024
4,1,58.6,0,1,1,1.2,5.4,4.5,5,8/24/2024,8/26/2024
3,8,41.6,0,0,0,1.4,6.8,6.7,6.8,8/24/2024,8/26/2024
3,9,99.1,0,1,1,0.9,5.5,5.8,5.7,8/24/2024,8/26/2024
4,3,73.1,0,0,0,1.3,6.3,4.7,5.5,8/24/2024,8/26/2024
4,4,100.1,0,1,1,0.5,7,7,7,8/24/2024,8/26/2024
3,12,115.5,0,0,0,1.5,9.2,8.8,9,8/24/2024,8/26/2024
3,10,45,0,0,0,1.2,5.4,4.9,5.2,8/24/2024,8/26/2024
4,2,105.9,0,0,1,1.4,6.5,5.7,6.1,8/24/2024,8/26/2024
4,6,75.3,0,0,0,1.1,3.3,5,4.2,8/24/2024,8/26/2024
4,3,75,0,0,0,1.5,6.9,6.5,6.7,8/24/2024,8/26/2024
2,5,52.8,1,1,0,0,6.9,6.2,6.6,8/24/2024,8/26/2024
4,7,64,0,0,0,1.4,7.5,7.1,7.3,8/24/2024,8/26/2024
4,7,83.8,0,0,0,1.8,5.1,5,5.1,8/24/2024,8/26/2024
2,11,108,0,0,0,2.5,8.3,8.4,8.4,8/24/2024,8/26/2024
1,6,61,0,0,0,0.9,4.4,4.6,4.5,8/24/2024,8/26/2024
4,7,68.3,0,0,0,1.1,7.9,7.5,7.7,8/24/2024,8/26/2024
2,3,202.5,0,0,1,1.5,6.5,5.9,6.2,8/24/2024,8/26/2024
1,12,91.2,0,0,0,0.9,6.7,5.2,6,8/24/2024,8/26/2024
1,10,101.2,0,0,0,2.1,4.6,6,5.3,8/24/2024,8/26/2024
1,12,92.6,0,0,1,0.9,5.8,5.7,5.8,8/24/2024,8/26/2024
2,8,80.5,0,0,1,1.5,5.7,5.4,5.6,8/24/2024,8/26/2024
1,10,163.5,0,0,1,1,5.8,5.7,5.8,8/24/2024,8/26/2024
2,5,114.1,0,0,1,1.7,6.9,6.9,6.9,8/24/2024,8/26/2024
2,7,72.4,0,1,1,0.5,5.1,5.4,5.3,8/24/2024,8/26/2024
1,5,135.2,0,0,0,2.3,6.6,6.5,6.6,8/24/2024,8/26/2024
2,10,63,0,0,0,0.9,6,5.6,5.8,8/24/2024,8/26/2024
1,6,148.1,0,0,0,1.6,6.9,6.8,6.9,8/24/2024,8/26/2024
1,6,76.1,0,0,0,0.9,6.5,5.7,6.1,8/24/2024,8/26/2024
2,3,141,0,1,1,1.3,6.2,5.5,5.9,8/24/2024,8/26/2024
1,12,83.1,0,0,0,0.3,6.4,5.4,5.9,8/24/2024,8/26/2024
1,8,105.6,0,0,1,1.7,8.5,8.1,8.3,8/24/2024,8/26/2024
1,6,118.8,0,0,0,0.5,6.1,5.5,5.8,8/24/2024,8/26/2024
1,10,59.6,0,0,0,1.1,4.3,4.5,4.4,8/24/2024,8/26/2024
1,12,86.7,0,1,1,1.5,4.9,4.8,4.9,8/24/2024,8/26/2024
1,5,87.5,0,1,0,0.9,5.2,5.5,5.4,8/24/2024,8/26/2024
1,3,93.9,0,1,1,1.1,6.7,5.9,6.3,8/24/2024,8/26/2024
1,8,185.1,0,1,1,0.5,6.3,5.7,6,8/24/2024,8/26/2024
1,8,110.7,0,0,0,1.1,7,6.2,6.6,8/24/2024,8/26/2024
2,8,43.1,0,0,0,1.1,5.1,4.8,5,8/24/2024,8/26/2024
2,1,189.9,0,0,1,1.2,7.7,7.7,7.7,8/24/2024,8/26/2024
2,1,93,0,0,0,1,5.8,5.5,5.7,8/24/2024,8/26/2024
2,11,28,1,1,0,,,,,8/24/2024,8/26/2024
1,2,166.6,0,0,0,1.5,7.2,7,7.1,8/24/2024,8/26/2024
1,10,37.9,1,1,0,,,,,8/24/2024,8/26/2024
1,8,79.5,0,0,0,1.5,6.6,6.8,6.7,8/24/2024,8/26/2024
1,7,53.4,0,0,0,1.4,7.3,7,7.2,8/24/2024,8/26/2024
1,2,150.4,0,0,1,0.8,8.1,8.3,8.2,8/24/2024,8/26/2024
1,4,151,0,0,0,1.3,4.4,4.9,4.7,8/24/2024,8/26/2024
1,1,94.5,0,0,0,0.9,5.3,5.4,5.4,8/24/2024,8/26/2024
1,5,62.2,0,0,0,0.3,5.3,5.4,5.4,8/24/2024,8/26/2024
4,9,187.4,0,1,1,1.1,7.6,7.8,7.7,8/28/2024,8/28/2024
4,10,69.2,0,1,1,1.4,6.3,6.9,6.6,8/28/2024,8/28/2024
4,3,144,0,1,1,1.2,4.8,5,4.9,8/28/2024,8/28/2024
4,6,68.6,0,0,0,1.2,,,,8/28/2024,8/28/2024
3,12,155.1,0,0,0,2.9,6.8,6.9,6.9,8/28/2024,8/28/2024
3,10,153.4,0,1,0,2.1,6.1,5.3,5.7,8/28/2024,8/28/2024
3,11,161.4,0,1,0,1.6,6.4,6.5,6.5,8/28/2024,8/28/2024
4,3,151.4,0,1,1,1.4,8.4,7.4,7.9,8/28/2024,8/28/2024
4,9,88.4,0,0,1,0.9,6.7,6,6.4,8/28/2024,8/28/2024
3,10,122.6,0,0,0,0.9,5.4,4.9,5.2,8/28/2024,8/28/2024
4,10,72.1,0,0,1,1.5,6.5,6.5,6.5,8/28/2024,8/28/2024
4,11,100.6,0,0,0,0.9,6.4,6.1,6.3,8/28/2024,8/28/2024
1,12,69.8,0,1,1,1,4.2,5.2,4.7,8/28/2024,8/28/2024
4,2,158.3,0,0,0,1.7,5.7,5.5,5.6,8/28/2024,8/28/2024
4,11,33.1,1,1,0,,,,,8/28/2024,8/28/2024
4,2,81.5,0,0,0,1.4,7.6,7.4,7.5,8/28/2024,8/28/2024
4,10,142.3,0,1,1,1.2,6.2,6.4,6.3,8/28/2024,8/28/2024
3,6,172.1,0,0,1,1.6,5.7,5.5,5.6,8/28/2024,8/28/2024
4,10,113.2,0,0,0,1.5,6.4,5.4,5.9,8/28/2024,8/28/2024
2,5,196.1,0,0,1,1.5,7.4,7.4,7.4,8/28/2024,8/28/2024
2,6,73.3,0,1,0,1.4,5.6,4.5,5.1,8/28/2024,8/28/2024
3,11,192,0,0,0,1.8,7.2,7,7.1,8/28/2024,8/28/2024
3,7,123.9,0,0,1,1.2,7.8,7.6,7.7,8/28/2024,8/28/2024
2,6,109.6,0,0,0,1,7.2,7.2,7.2,8/28/2024,8/28/2024
2,3,124.6,0,1,1,1.4,6.7,6.3,6.5,8/28/2024,8/28/2024
2,8,129.9,0,0,1,1,5.1,4.6,4.9,8/28/2024,8/28/2024
1,11,183.7,0,1,0,1.1,6,5.6,5.8,8/28/2024,8/28/2024
3,6,127,0,0,0,0.4,7.1,7.2,7.2,8/28/2024,8/28/2024
2,8,152.2,0,0,1,1.8,5.2,5.1,5.2,8/28/2024,8/28/2024
1,12,73.6,0,0,0,1.6,3.9,3.3,3.6,8/28/2024,8/28/2024
2,7,101.2,0,0,0,1.4,6.9,7.1,7,8/28/2024,8/28/2024
2,3,137.1,0,1,1,1.4,4.8,5.7,5.3,8/28/2024,8/28/2024
2,12,117.4,1,0,1,1.1,8.6,8.4,8.5,8/28/2024,8/28/2024
2,10,47.8,0,0,0,1.1,9.5,9.4,9.5,8/28/2024,8/28/2024
2,6,42.8,1,1,0,0,8.8,8.1,8.5,8/28/2024,8/28/2024
2,12,126.3,0,0,0,1.5,7.9,6.9,7.4,8/28/2024,8/28/2024
1,10,79.4,0,0,0,0.9,6.9,6.2,6.6,8/28/2024,8/28/2024
3,2,100.1,0,0,0,1.4,6.4,5.9,6.2,8/28/2024,8/28/2024
1,9,96.8,0,1,0,1.3,9.1,7.9,8.5,8/28/2024,8/28/2024
2,12,119.1,0,0,0,1.5,6,6.5,6.3,8/28/2024,8/28/2024
2,5,160.2,0,1,1,0.5,6.8,6.4,6.6,8/28/2024,8/28/2024
1,10,93.8,0,0,0,2,5.9,6.3,6.1,8/28/2024,8/28/2024
1,8,98.5,0,1,1,1.3,5.9,6.6,6.3,8/28/2024,8/28/2024
1,10,110.2,0,0,0,1.3,4.6,5.6,5.1,8/28/2024,8/28/2024
1,8,189,0,1,1,1.4,5.4,4.5,5,8/28/2024,8/28/2024
1,8,100,0,1,1,1.3,6.1,5.7,5.9,8/28/2024,8/28/2024
1,12,71.1,0,1,0,1.3,6.9,7.6,7.3,8/28/2024,8/28/2024
1,9,120.4,0,1,0,2.8,7.9,7,7.5,8/28/2024,8/28/2024
1,6,114.1,0,0,0,1.4,6.1,5.7,5.9,8/28/2024,8/28/2024
1,12,63.5,0,0,0,1.9,5.1,5.8,5.5,8/28/2024,8/28/2024
1,9,103.7,0,0,0,1.1,8.4,8.5,8.5,8/28/2024,8/28/2024
2,10,131.4,0,0,0,1.9,7.6,7.9,7.8,8/28/2024,8/28/2024
2,5,107.5,0,0,0,1,7.8,7.8,7.8,8/28/2024,8/28/2024
4,6,38.6,0,0,0,1.7,8.1,7.8,8,8/28/2024,8/28/2024
1,5,106.9,0,1,0,2.1,5.3,6,5.7,8/28/2024,8/28/2024
3,10,69.6,0,0,0,1.5,9.1,9.1,9.1,8/28/2024,8/28/2024
2,7,55,0,0,0,1.3,7.5,7.3,7.4,8/28/2024,8/28/2024
1,7,101.7,0,1,1,2,7.2,6.6,6.9,8/28/2024,8/28/2024
1,7,201,0,0,1,1.5,7,7,7,8/28/2024,8/28/2024
1,1,128.3,0,1,0,1,6.8,7.8,7.3,8/28/2024,8/28/2024
1,9,104.2,1,0,0,2.7,7.6,8,7.8,8/28/2024,8/28/2024
2,1,120.6,0,0,0,1.2,7.6,7.6,7.6,8/28/2024,8/28/2024
1,6,90.7,0,0,0,1.4,7.7,7.8,7.8,8/28/2024,8/28/2024
2,5,34.3,1,1,0,,,,,8/28/2024,8/28/2024
1,6,127.6,0,0,0,1,7.5,7.2,7.4,8/28/2024,8/28/2024
2,2,217.6,0,0,0,1.2,7.4,7.5,7.5,8/28/2024,8/28/2024
1,5,111.9,1,0,1,,,,,8/28/2024,8/28/2024
2,2,184,0,0,0,2,7.7,7.8,7.8,8/28/2024,8/28/2024
1,4,64.6,0,0,0,1,7.5,7.4,7.5,8/28/2024,8/28/2024
1,2,86.7,0,0,0,1.3,7,7.5,7.3,8/28/2024,8/28/2024
2,7,68.2,0,0,0,1,6.9,6.9,6.9,9/4/2024,9/4/2024
1,1,50.8,0,0,0,1.3,6.2,6,6.1,9/4/2024,9/4/2024
2,7,79.5,0,0,0,1,6.9,6.7,6.8,9/4/2024,9/4/2024
2,6,89.3,0,0,1,0.6,5.5,5.8,5.7,9/4/2024,9/4/2024
1,6,38.1,0,0,0,1.4,5.5,5.5,5.5,9/4/2024,9/4/2024
2,8,147.3,0,0,1,0.4,5.9,5.9,5.9,9/4/2024,9/4/2024
4,9,141.3,0,0,0,1.2,6.5,5.9,6.2,9/4/2024,9/4/2024
2,7,74.6,0,0,0,1.6,7.8,7.8,7.8,9/4/2024,9/4/2024
4,2,52.8,0,0,0,0.4,6.9,6.8,6.9,9/4/2024,9/4/2024
4,11,100,1,1,0,,,,,9/4/2024,9/4/2024
3,4,38.3,1,1,0,,,,,9/4/2024,9/4/2024
2,9,45.3,1,1,0,,,,,9/4/2024,9/4/2024
3,12,39.3,1,1,0,,,,,9/4/2024,9/4/2024
3,12,34.3,1,1,0,,,,,9/4/2024,9/4/2024
3,12,32.2,1,1,0,,,,,9/4/2024,9/4/2024
2,3,113.1,0,1,1,1,7.4,7.4,7.4,9/4/2024,9/4/2024
4,2,67.9,0,0,0,1.5,9,9.1,9.1,9/4/2024,9/4/2024
4,2,48.1,0,0,0,1.8,9.5,9.7,9.6,9/4/2024,9/4/2024
4,3,103,0,0,1,0.8,8,7.6,7.8,9/4/2024,9/4/2024
3,4,52.3,1,1,0,,,,,9/4/2024,9/4/2024
1,12,85.2,0,1,1,1.6,9.5,9.4,9.5,9/4/2024,9/4/2024
4,8,55.1,0,0,1,1.4,9.8,9.6,9.7,9/4/2024,9/4/2024
1,12,104.3,0,0,0,2.4,9.1,9.1,9.1,9/4/2024,9/4/2024
1,12,72.6,0,0,1,2.1,8.8,8.8,8.8,9/4/2024,9/4/2024
2,6,102,0,1,0,2.1,5.6,5.4,5.5,9/4/2024,9/4/2024
4,3,84.5,0,0,0,1.3,7.5,7.4,7.5,9/4/2024,9/4/2024
2,12,184.4,0,1,1,1.6,8,7.5,7.8,9/4/2024,9/4/2024
2,7,103.7,0,0,0,1.4,8.3,7.8,8.1,9/4/2024,9/4/2024
3,2,63,0,0,0,1.4,7.4,7.8,7.6,9/4/2024,9/4/2024
2,1,115.7,0,1,1,2.5,6.5,4.9,5.7,9/4/2024,9/4/2024
3,5,99,0,0,1,0.9,8.6,8.3,8.5,9/4/2024,9/4/2024
3,4,65.9,1,1,0,3.2,3.4,3.6,3.5,9/4/2024,9/4/2024
2,6,87.6,0,0,1,1.6,7.6,7.7,7.7,9/4/2024,9/4/2024
2,2,118.7,0,0,0,1.1,7.7,6.8,7.3,9/4/2024,9/4/2024
1,10,28.8,0,0,0,1.3,8.9,8.5,8.7,9/4/2024,9/4/2024
2,1,92.6,0,0,0,1.5,6.8,4.8,5.8,9/4/2024,9/4/2024
2,6,95,0,1,1,0.8,7.2,6.9,7.1,9/4/2024,9/4/2024
1,12,50.3,0,0,0,1.4,5.3,6,5.7,9/4/2024,9/4/2024
2,5,117.3,0,0,1,1.2,6.9,7.3,7.1,9/4/2024,9/4/2024
1,6,110.3,0,1,0,1.7,5.8,5.4,5.6,9/4/2024,9/4/2024
3,2,65.3,0,0,0,1.6,7,6.9,7,9/4/2024,9/4/2024
3,1,37.1,0,1,1,1.4,1.9,1.8,1.9,9/4/2024,9/4/2024
3,12,24.6,1,1,0,1.7,2.3,2,2.2,9/4/2024,9/4/2024
1,12,47.8,0,0,1,1.6,4.2,4.3,4.3,9/4/2024,9/4/2024
2,5,73.5,0,0,0,2,7,6.2,6.6,9/4/2024,9/4/2024
1,2,170.4,0,1,1,1,7.4,6.7,7.1,9/4/2024,9/4/2024
1,5,115.7,0,0,1,2.1,7.1,7,7.1,9/4/2024,9/4/2024
1,4,71.1,0,1,1,1.8,5.2,4.1,4.7,9/4/2024,9/4/2024
1,10,68.8,0,0,0,1.7,, ,,9/4/2024,9/4/2024
1,2,117.1,0,0,0,0.6,8.8,9.5,9.2,9/11/2024,9/11/2024
4,5,57,0,0,0,1.4,7.1,7.2,7.2,9/11/2024,9/11/2024
3,11,88,0,0,0,2.1,10.6,10.4,10.5,9/11/2024,9/11/2024
1,2,25,1,0,0,,,,,9/11/2024,9/11/2024
3,8,40.8,1,0,0,,,,,9/11/2024,9/11/2024
1,1,47.2,1,0,0,,,,,9/11/2024,9/11/2024
3,10,24.5,1,0,0,,,,,9/11/2024,9/11/2024
4,9,104.2,0,0,0,1.9,9.3,8.6,9,9/11/2024,9/11/2024
4,7,43.8,0,0,0,1.9,8.6,8.6,8.6,9/11/2024,9/11/2024
1,6,92.6,0,0,0,1.7,8.4,8.4,8.4,9/11/2024,9/11/2024
3,2,66,0,0,0,2,10.1,10.3,10.2,9/11/2024,9/11/2024
4,4,85.3,0,0,1,1.1,8.1,8.2,8.2,9/11/2024,9/11/2024
4,9,86,0,0,0,2.2,9.3,9.5,9.4,9/11/2024,9/11/2024
3,7,29.8,1,0,0,,,,,9/11/2024,9/11/2024
4,2,27.5,1,0,0,,,,,9/11/2024,9/11/2024
3,2,78.4,1,1,0,1,8,8,8,9/11/2024,9/11/2024
2,12,37.6,1,1,0,,,,,9/11/2024,9/11/2024
4,11,93.1,0,0,0,3.4,9.2,9.1,9.2,9/11/2024,9/11/2024
3,7,110,0,0,0,,8,8.2,8.1,9/11/2024,9/11/2024
3,11,35.7,1,1,0,,,,,9/11/2024,9/11/2024
3,12,28,1,0,0,,,,,9/11/2024,9/11/2024
2,4,110.2,1,0,0,1.2,8.8,8.8,8.8,9/11/2024,9/11/2024
3,3,31.1,1,0,0,,,,,9/11/2024,9/11/2024
1,2,224.3,0,0,0,2.1,8.4,8.7,8.6,9/11/2024,9/11/2024
1,7,39.7,0,0,0,1.5,9.1,9.1,9.1,9/11/2024,9/11/2024
2,6,30.3,1,1,0,,,,,9/11/2024,9/11/2024
3,9,34.2,1,1,0,,,,,9/11/2024,9/11/2024
1,5,55.1,1,0,0,,,,,9/11/2024,9/11/2024
3,12,23.4,1,0,0,,,,,9/11/2024,9/11/2024
3,4,28.3,1,0,0,,,,,9/11/2024,9/11/2024
4,12,17.9,1,1,0,,,,,9/11/2024,9/11/2024
3,7,24.7,1,0,0,,,,,9/11/2024,9/11/2024
4,12,17.7,1,1,0,,,,,9/11/2024,9/11/2024
3,12,25.7,1,0,0,,,,,9/11/2024,9/11/2024
4,11,70.3,0,0,0,2,11.9,11.3,11.6,9/16/2024,9/16/2024
3,7,164,0,0,1,1.7,8.9,8.7,8.8,9/16/2024,9/16/2024
4,9,48.8,0,0,0,2.5,3.8,2.2,3,9/16/2024,9/16/2024
4,6,20.1,1,1,0,,,,,9/16/2024,9/16/2024
3,11,49.9,1,1,0,1.8,8.7,8.5,8.6,9/16/2024,9/16/2024
4,1,58.7,0,1,1,1.6,1.5,1.7,1.6,9/16/2024,9/16/2024
4,8,71.5,0,0,0,1.6,8.7,8.2,8.5,9/16/2024,9/16/2024
3,3,35.1,1,1,0,,3.2,3.8,3.5,9/16/2024,9/16/2024
3,10,45,1,1,1,,,,,9/16/2024,9/16/2024
4,7,65.9,0,0,0,3.7,4.5,3.6,4.1,9/16/2024,9/16/2024
3,3,87.8,0,0,1,1,7.1,7.3,7.2,9/16/2024,9/16/2024
3,4,56.6,0,1,1,1.7,7.3,7.4,7.4,9/16/2024,9/16/2024
3,4,82,0,1,0,3.6,1.6,1.4,1.5,9/16/2024,9/16/2024
2,5,39.1,1,1,0,,,,,9/16/2024,9/16/2024
3,5,26.8,0,1,0,1.4,,,,9/16/2024,9/16/2024
4,9,32.2,1,0,0,,,,,9/16/2024,9/16/2024
1,10,19.8,1,1,0,,,,,9/16/2024,9/16/2024
3,10,82.3,1,0,1,2.5,10.3,9.8,10.1,9/16/2024,9/16/2024
4,2,25,1,1,0,1.6,,,,9/16/2024,9/16/2024
4,8,27.1,1,1,0,1.4,,,,9/16/2024,9/16/2024
2,1,63.7,1,0,0,1.2,9.7,9.7,9.7,9/16/2024,9/16/2024
1,2,32.9,1,1,0,1.2,4.1,4.7,4.4,9/16/2024,9/16/2024
1,9,78.6,0,1,1,1.5,11.3,11.7,11.5,9/16/2024,9/16/2024
3,11,66.8,0,1,0,1.8,1,2.9,2,9/16/2024,9/16/2024
3,12,23.2,1,0,0,,,,,9/16/2024,9/16/2024
2,1,65.1,1,1,0,1.2,9.3,8.9,9.1,9/16/2024,9/16/2024
2,1,62.5,0,1,0,2.4,3.6,4.8,4.2,9/16/2024,9/16/2024
1,6,76.5,1,0,1,3.5,6.9,10.5,8.7,9/18/2024,9/18/2024
4,7,57.8,1,0,0,2.7,7.5,8,7.8,9/18/2024,9/18/2024
1,1,102.6,1,1,1,2,5.2,6.1,5.7,9/18/2024,9/18/2024
1,7,13.5,0,0,0,,,,,9/18/2024,9/18/2024
3,9,54.3,0,0,1,1.9,4.6,5.1,4.9,9/18/2024,9/18/2024
3,5,23.4,0,1,1,1.4,,,,9/18/2024,9/18/2024
2,5,37.2,1,1,0,2.5,,,,9/18/2024,9/18/2024
1,5,78.1,0,0,0,1.5,5.2,5,5.1,9/18/2024,9/18/2024
2,1,99.1,0,0,1,3,7.4,7.8,7.6,9/18/2024,9/18/2024
3,10,59.2,0,0,0,3,6,5.1,5.6,9/18/2024,9/18/2024
3,8,110,1,0,0,2,6.8,6.6,6.7,9/25/2024,9/25/2024
4,3,76.5,0,0,0,1.3,6.6,6.8,6.7,9/25/2024,9/25/2024
3,8,87.8,0,0,0,1.4,5.6,6,5.8,9/25/2024,9/25/2024
2,8,80.8,1,1,0,1.5,6.5,6.6,6.6,9/25/2024,9/25/2024
1,1,98.4,0,0,0,1.1,6.4,7.3,6.9,9/25/2024,9/25/2024
4,9,69.1,0,0,0,1.6,10.2,8.4,9.3,9/25/2024,9/25/2024
3,8,68.9,0,0,0,1.5,6.4,5.8,6.1,9/25/2024,9/25/2024
4,8,42.1,1,0,0,0.8,7.6,7.9,7.8,9/25/2024,9/25/2024
3,4,83.8,0,0,0,1.8,6.9,6.9,6.9,9/25/2024,9/25/2024
4,2,44.1,0,0,0,1.3,8.2,8.9,8.6,9/25/2024,9/25/2024
4,6,15.6,1,0,0,,,,,9/25/2024,9/25/2024
1,3,172.6,0,0,0,0.8,8.9,7.8,8.4,9/25/2024,9/25/2024
2,2,101.3,1,1,1,0.8,6,7.6,6.8,9/25/2024,9/25/2024
1,1,69.4,0,0,0,1.5,10.9,11.4,11.2,9/25/2024,9/25/2024
2,4,91.7,0,0,0,1.3,10.6,10.2,10.4,9/25/2024,9/25/2024
3,3,24.6,1,0,0,,,,,9/25/2024,9/25/2024
1,11,94.9,0,0,1,1,10.8,10.8,10.8,9/25/2024,9/25/2024
1,1,54.7,0,0,0,1.4,,,,9/25/2024,9/25/2024
1,1,63.5,0,0,0,1.7,11.3,11.1,11.2,9/25/2024,9/25/2024
2,6,83.5,0,0,0,2,10.3,9.7,10,9/25/2024,9/25/2024
1,1,86.3,0,0,0,2.2,9.4,9.3,9.4,9/25/2024,9/25/2024
4,2,35.2,0,0,1,2.1,10.1,9.8,10,9/25/2024,9/25/2024
2,2,61.1,1,0,0,1.4,11.6,12.1,11.9,9/25/2024,9/25/2024
4,7,47.1,0,0,0,2,8.2,9.6,8.9,9/25/2024,9/25/2024
1,1,62.8,1,0,1,2.1,9.6,8.6,9.1,9/25/2024,9/25/2024
4,5,32.8,0,1,1,1.8,5,3.8,4.4,9/25/2024,9/25/2024
1,6,64.5,0,0,0,2.6,10,10.3,10.2,9/25/2024,9/25/2024
