row,plant,mass,BER,fungus,cracking,penetrometer,sugar 1,sugar 2,sugar_avg,date_harvest,date_analysis
1,1,34.8,0,0,0,1,5.3,6.3,5.8,9/25/2024,9/25/2024
2,1,53.6,0,0,0,1.2,9,7.7,8.4,9/25/2024,9/25/2024
1,6,42.2,1,1,0,1,3.6,4.2,3.9,9/25/2024,9/25/2024
2,8,37.9,0,0,1,1.4,6.5,6.8,6.7,9/25/2024,9/25/2024
3,5,51.7,0,1,1,1.4,,,,9/25/2024,9/25/2024
4,5,45.4,0,0,1,1.2,8.8,8.5,8.7,9/25/2024,9/25/2024
4,8,43.5,0,0,0,1.7,9.3,8.1,8.7,9/25/2024,9/25/2024
4,2,28.5,0,0,0,1.8,,,,9/25/2024,9/25/2024
2,1,28.7,0,0,0,1.6,,,,9/25/2024,9/25/2024
4,12,91.2,0,0,0,3.4,12.2,12.2,12.2,10/2/2024,10/2/2024
4,8,56.5,0,0,1,2.1,7.9,7.8,7.9,10/2/2024,10/2/2024
4,8,75.2,0,0,0,2,7.3,7.2,7.3,10/2/2024,10/2/2024
4,8,39.8,0,0,1,1.4,8.2,8.6,8.4,10/2/2024,10/2/2024
4,4,47.2,0,0,0,2.5,6.7,7.1,6.9,10/2/2024,10/2/2024
4,12,55.3,0,0,0,1.6,9.8,10,9.9,10/2/2024,10/2/2024
4,8,42.7,0,0,0,1.7,8,7.2,7.6,10/2/2024,10/2/2024
4,8,73.3,0,0,1,1.9,8.7,8.7,8.7,10/2/2024,10/2/2024
3,7,107.7,0,0,1,1.2,8.1,8.1,8.1,10/2/2024,10/2/2024
4,4,80.7,0,0,1,1.9,11.4,11.5,11.5,10/2/2024,10/2/2024
4,5,55.3,0,0,1,2,7.4,6.7,7.1,10/2/2024,10/2/2024
4,8,52.5,0,0,1,1.8,8,8.2,8.1,10/2/2024,10/2/2024
3,5,57.6,0,0,0,2.1,9.2,9.2,9.2,10/2/2024,10/2/2024
4,9,25.1,0,0,1,,,,,10/2/2024,10/2/2024
3,11,37.4,0,0,1,1.3,9.4,9.7,9.6,10/2/2024,10/2/2024
3,7,69.9,0,0,1,1.3,7.6,7.6,7.6,10/2/2024,10/2/2024
4,5,47.8,0,0,1,1.9,7.5,7.4,7.5,10/2/2024,10/2/2024
3,12,71,0,0,1,2.5,11.1,11.1,11.1,10/2/2024,10/2/2024
3,9,56.7,0,0,0,2.6,7.4,7.6,7.5,10/2/2024,10/2/2024
3,3,57.8,0,0,1,2,8,7.9,8,10/2/2024,10/2/2024
3,5,50.1,0,0,1,1.5,8.1,8,8.1,10/2/2024,10/2/2024
3,11,45,0,1,0,2.3,8.6,8.2,8.4,10/2/2024,10/2/2024
4,12,28.9,0,0,0,,7.4,7.8,7.6,10/2/2024,10/2/2024
4,5,32.4,0,0,0,2.6,3.6,4.2,3.9,10/2/2024,10/2/2024
4,5,44.4,0,0,0,,4.8,4.4,4.6,10/2/2024,10/2/2024
3,1,69.6,0,1,1,1.7,6,6.2,6.1,10/2/2024,10/2/2024
4,5,38.7,0,0,1,1.8,5.4,5.6,5.5,10/2/2024,10/2/2024
4,9,25.5,0,1,0,2,,,,10/2/2024,10/2/2024
3,7,79.2,0,0,0,2.3,6.1,6.3,6.2,10/2/2024,10/2/2024
4,3,39.6,1,1,1,,4.5,4,4.3,10/2/2024,10/2/2024
4,9,16.9,0,1,0,,,,,10/2/2024,10/2/2024
4,8,40.9,0,0,0,1.2,7.2,8.4,7.8,10/2/2024,10/2/2024
4,11,38.7,0,1,0,1.1,3.1,2.4,2.8,10/2/2024,10/2/2024
3,4,24.1,0,0,0,2.3,5.9,6.3,6.1,10/2/2024,10/2/2024
4,12,46.9,1,1,0,1.2,7,7.4,7.2,10/2/2024,10/2/2024
4,12,49.9,0,0,1,1.2,10,9.6,9.8,10/2/2024,10/2/2024
3,8,24.3,0,0,0,1.4,3.8,4.1,4,10/2/2024,10/2/2024
4,5,51.4,0,0,0,2.7,6.9,6.8,6.9,10/2/2024,10/2/2024
4,2,59.8,0,0,1,2,10.5,10.7,10.6,10/2/2024,10/2/2024
3,2,29.5,0,1,1,0.8,,,,10/2/2024,10/2/2024
4,8,36.3,0,0,1,2.3,9.2,9.1,9.2,10/2/2024,10/2/2024
4,8,20.9,0,0,0,1.4,,,,10/2/2024,10/2/2024
4,5,34.1,0,0,0,2.3,5.8,6.8,6.3,10/2/2024,10/2/2024
4,4,45.9,0,1,1,2.2,5.5,5.7,5.6,10/2/2024,10/2/2024
4,1,50.4,0,0,1,1.6,6.9,6.7,6.8,10/2/2024,10/2/2024
3,4,48.7,0,0,1,2.2,7.6,7.3,7.5,10/2/2024,10/2/2024
3,8,81.2,0,1,1,1.3,6.5,6.1,6.3,10/2/2024,10/2/2024
4,4,74.8,0,0,1,2.1,9.4,9.4,9.4,10/2/2024,10/2/2024
4,4,60.5,0,0,1,1.3,5.9,6.2,6.1,10/2/2024,10/2/2024
4,3,59.9,0,0,0,2.4,6.9,6.6,6.8,10/2/2024,10/2/2024
3,10,27,0,0,0,2.1,,,,10/2/2024,10/2/2024
4,9,41.5,0,0,0,1.9,7.1,6.8,7,10/2/2024,10/2/2024
4,12,42.9,0,0,0,4.4,10.2,9.3,9.8,10/2/2024,10/2/2024
3,2,57.6,0,0,1,1.1,7.5,7.1,7.3,10/2/2024,10/2/2024
4,5,67.3,0,1,1,3.7,,,,10/2/2024,10/2/2024
4,4,32.7,0,0,1,1.6,8.6,8.7,8.7,10/2/2024,10/2/2024
3,2,89.4,1,1,1,1.8,7.3,7.1,7.2,10/2/2024,10/2/2024
4,2,24.5,0,0,0,1.4,9.4,8.4,8.9,10/2/2024,10/2/2024
3,10,39.8,0,0,0,1.8,9.5,8.9,9.2,10/2/2024,10/2/2024
3,3,107.4,0,1,0,3.4,6.8,7.1,7,10/2/2024,10/2/2024
4,2,16.8,0,0,0,,,,,10/2/2024,10/2/2024
3,5,38.8,0,0,1,1.8,7.1,5.9,6.5,10/2/2024,10/2/2024
4,2,28.3,0,1,1,1.7,,,,10/2/2024,10/2/2024
3,8,21.2,0,0,0,1.6,5.7,5.2,5.5,10/2/2024,10/2/2024
4,4,33.8,0,1,1,2,6.7,7.2,7,10/2/2024,10/2/2024
4,9,19.9,0,0,0,2.2,,,,10/2/2024,10/2/2024
3,3,38.6,0,0,1,1.7,7.9,7.9,7.9,10/2/2024,10/2/2024
3,5,46,0,1,1,1.4,7,6.4,6.7,10/2/2024,10/2/2024
3,5,25.7,0,0,0,1,6.7,6.5,6.6,10/2/2024,10/2/2024
4,2,34.7,0,0,0,1.4,2.7,3.1,2.9,10/2/2024,10/2/2024
4,11,25.1,0,0,0,2.2,4.3,4.5,4.4,10/2/2024,10/2/2024
3,5,30.8,0,0,1,2.1,8.2,7.9,8.1,10/2/2024,10/2/2024
4,2,18.3,0,0,0,3.6,,,,10/2/2024,10/2/2024
4,3,24.8,0,0,0,1.7,,,,10/2/2024,10/2/2024
4,4,30.7,0,0,1,2.9,,,,10/2/2024,10/2/2024
4,4,30.7,0,0,1,1.7,4.2,3.1,3.7,10/2/2024,10/2/2024
2,11,56.4,0,0,0,1.1,8.8,8.2,8.5,10/2/2024,10/2/2024
1,12,32.2,0,0,0,2.8,9.3,9.4,9.4,10/2/2024,10/2/2024
2,12,43.3,0,0,0,1.4,4.2,4.3,4.3,10/2/2024,10/2/2024
2,7,81.7,0,1,1,1.6,6.9,6,6.5,10/2/2024,10/2/2024
2,10,22.5,0,0,1,1,3.6,4.5,4.1,10/2/2024,10/2/2024
1,12,87.6,0,1,1,0.9,5.6,4.8,5.2,10/2/2024,10/2/2024
2,11,43.8,0,1,0,2.7,6.2,5.5,5.9,10/2/2024,10/2/2024
2,12,54.9,0,1,0,3.2,6.4,6.9,6.7,10/2/2024,10/2/2024
1,11,86.2,0,1,1,1.7,4,4.9,4.5,10/2/2024,10/2/2024
2,4,57.2,0,1,0,,,,,10/2/2024,10/2/2024
2,12,26.4,0,0,1,2.2,6.2,5.5,5.9,10/2/2024,10/2/2024
2,7,88.3,0,0,1,2.1,8.2,8.1,8.2,10/7/2024,10/7/2024
1,8,62.4,0,0,1,1.7,6.4,6.4,6.4,10/7/2024,10/7/2024
1,12,11.8,0,0,0,,,,,10/7/2024,10/7/2024
2,10,31.3,0,0,0,2.1,9.2,8.7,9,10/7/2024,10/7/2024
2,12,42.9,0,0,1,1.2,8.8,9.3,9.1,10/7/2024,10/7/2024
1,7,48.2,0,0,1,1.7,6.2,5.7,6,10/7/2024,10/7/2024
2,7,65.3,0,0,1,3.1,6.8,6.8,6.8,10/7/2024,10/7/2024
2,8,199.6,0,0,1,1.7,4.8,4.8,4.8,10/7/2024,10/7/2024
2,9,55.7,0,0,1,1,7.4,7.2,7.3,10/7/2024,10/7/2024
2,10,42,0,0,0,1.7,8.4,8,8.2,10/7/2024,10/7/2024
2,10,30.6,0,0,0,2.5,6.3,5.9,6.1,10/7/2024,10/7/2024
2,11,45.7,0,0,1,1.7,10.6,10.7,10.7,10/7/2024,10/7/2024
2,9,64.9,0,0,1,2.2,6.5,6.3,6.4,10/7/2024,10/7/2024
2,10,29.2,0,0,0,1.2,7.9,7,7.5,10/7/2024,10/7/2024
2,4,46.6,1,1,1,1.4,6.6,6.6,6.6,10/7/2024,10/7/2024
2,9,31.3,0,1,0,1.2,5.3,5.2,5.3,10/7/2024,10/7/2024
1,7,43.2,0,0,1,1.8,6.4,5.7,6.1,10/7/2024,10/7/2024
2,10,34.3,0,1,1,1.3,8.3,7.2,7.8,10/7/2024,10/7/2024
2,10,60.3,0,0,0,2.6,8.2,7.6,7.9,10/7/2024,10/7/2024
2,10,15.1,0,1,1,3.9,,,,10/7/2024,10/7/2024
2,2,173,0,0,0,1.6,5.6,5.3,5.5,10/7/2024,10/7/2024
2,9,89,0,1,1,1.5,7.2,6.2,6.7,10/7/2024,10/7/2024
1,7,44.3,0,1,1,1.3,,,,10/7/2024,10/7/2024
1,6,41.8,0,0,0,2.1,6.1,6,6.1,10/7/2024,10/7/2024
2,3,62.4,0,0,1,1.3,8.6,8.9,8.8,10/7/2024,10/7/2024
2,9,30.7,0,1,0,1.6,4.2,5,4.6,10/7/2024,10/7/2024
1,6,60.9,0,0,0,1.1,9.1,9.1,9.1,10/7/2024,10/7/2024
1,7,41.6,0,0,0,2.4,,,,10/7/2024,10/7/2024
1,2,60.1,0,0,0,1.3,7.9,7.9,7.9,10/7/2024,10/7/2024
2,3,44.6,0,0,0,1.6,7.4,8.2,7.8,10/7/2024,10/7/2024
1,7,42.3,0,0,1,1.5,6.2,6.2,6.2,10/7/2024,10/7/2024
1,6,22.2,0,0,0,1.9,9.4,8.3,8.9,10/7/2024,10/7/2024
1,3,65.5,0,0,0,1.1,4.4,4.3,4.4,10/7/2024,10/7/2024
2,7,51.1,0,0,1,2.1,6.5,5.5,6,10/7/2024,10/7/2024
1,7,34.6,0,1,1,1.5,4,4.3,4.2,10/7/2024,10/7/2024
2,3,45.8,0,0,0,1.8,7,7.1,7.1,10/7/2024,10/7/2024
2,3,74.2,0,0,0,1.5,9.7,9,9.4,10/7/2024,10/7/2024
2,2,55.3,0,0,0,1.3,5.4,5.9,5.7,10/7/2024,10/7/2024
1,6,15.7,0,1,0,2.2,7.5,6.8,7.2,10/7/2024,10/7/2024
2,11,30.8,0,0,0,1.8,8.9,8.8,8.9,10/7/2024,10/7/2024
1,1,63.2,0,1,1,1.4,6.4,6.3,6.4,10/7/2024,10/7/2024
1,6,30.1,0,0,0,1.2,7.4,9.3,8.4,10/7/2024,10/7/2024
1,7,38.9,0,1,0,2.4,6,5,5.5,10/7/2024,10/7/2024
2,3,21.1,0,0,0,1.4,8.1,7.7,7.9,10/7/2024,10/7/2024
1,1,59,0,1,1,1.3,7.3,6.8,7.1,10/7/2024,10/7/2024
2,10,25.6,0,1,1,1.4,4.6,5.5,5.1,10/7/2024,10/7/2024
2,2,51.4,0,0,1,1.3,8.8,8.2,8.5,10/7/2024,10/7/2024
1,7,43.8,0,0,0,3.6,8.9,9.1,9,10/7/2024,10/7/2024
2,3,40.3,0,0,0,1.3,7.1,7,7.1,10/7/2024,10/7/2024
2,10,24.1,0,0,0,2.4,9.3,8.6,9,10/7/2024,10/7/2024
2,12,27.7,0,1,1,1.2,6.1,5.2,5.7,10/7/2024,10/7/2024
2,3,38.8,0,0,0,2.4,8.3,8.2,8.3,10/7/2024,10/7/2024
1,1,32.6,0,0,1,1,6.3,5.7,6,10/7/2024,10/7/2024
1,7,29.3,0,0,0,1.8,2.9,3,3,10/7/2024,10/7/2024
1,1,62.4,0,0,0,1.6,6.1,6.2,6.2,10/7/2024,10/7/2024
2,1,16.3,0,0,0,1.1,,,,10/7/2024,10/7/2024
1,1,41.6,0,0,0,2.1,7.8,7.7,7.8,10/7/2024,10/7/2024
1,1,64.5,0,1,1,1.6,8.6,9.5,9.1,10/7/2024,10/7/2024
1,6,26,0,0,0,1.8,8.4,8.1,8.3,10/7/2024,10/7/2024
1,6,18.8,0,0,0,1.6,,,,10/7/2024,10/7/2024
2,12,60.8,0,0,1,,,,,10/8/2024,10/9/2024
2,12,52.9,0,0,1,,,,,10/8/2024,10/9/2024
2,12,76.2,0,0,1,,,,,10/8/2024,10/9/2024
2,11,60.7,0,0,0,,,,,10/8/2024,10/9/2024
2,12,48,0,0,1,,,,,10/8/2024,10/9/2024
2,12,23.8,0,0,1,,,,,10/8/2024,10/9/2024
2,12,40.4,0,0,0,,,,,10/8/2024,10/9/2024
2,12,27.4,0,0,0,,,,,10/8/2024,10/9/2024
2,11,18.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,23.6,0,0,1,,,,,10/8/2024,10/9/2024
2,10,32.2,0,0,0,,,,,10/8/2024,10/9/2024
2,12,21.4,0,0,0,,,,,10/8/2024,10/9/2024
2,12,20.4,0,0,0,,,,,10/8/2024,10/9/2024
2,11,30.2,0,0,1,,,,,10/8/2024,10/9/2024
2,11,26.1,0,0,0,,,,,10/8/2024,10/9/2024
2,12,32.8,0,0,1,,,,,10/8/2024,10/9/2024
2,12,30.2,0,0,0,,,,,10/8/2024,10/9/2024
2,12,15.8,0,0,0,,,,,10/8/2024,10/9/2024
2,12,12,0,0,0,,,,,10/8/2024,10/9/2024
2,11,63.8,0,0,0,,,,,10/8/2024,10/9/2024
2,12,22.7,0,0,0,,,,,10/8/2024,10/9/2024
2,11,30.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,44.8,0,0,0,,,,,10/8/2024,10/9/2024
2,11,28.4,0,0,1,,,,,10/8/2024,10/9/2024
2,11,27.3,0,0,1,,,,,10/8/2024,10/9/2024
2,12,39,0,0,1,,,,,10/8/2024,10/9/2024
2,11,43.8,0,0,1,,,,,10/8/2024,10/9/2024
2,11,21.3,0,0,1,,,,,10/8/2024,10/9/2024
2,10,25.7,1,0,0,,,,,10/8/2024,10/9/2024
2,11,18.3,0,0,1,,,,,10/8/2024,10/9/2024
2,11,22.1,0,0,0,,,,,10/8/2024,10/9/2024
2,10,39.9,0,0,0,,,,,10/8/2024,10/9/2024
2,9,25.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,42.5,0,0,1,,,,,10/8/2024,10/9/2024
2,11,11.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,32.9,0,0,0,,,,,10/8/2024,10/9/2024
2,10,44.2,0,0,1,,,,,10/8/2024,10/9/2024
2,11,36.9,0,0,1,,,,,10/8/2024,10/9/2024
2,9,60.9,0,0,0,,,,,10/8/2024,10/9/2024
2,10,32,0,0,0,,,,,10/8/2024,10/9/2024
2,10,43.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,26.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,26.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,35.9,0,0,0,,,,,10/8/2024,10/9/2024
2,11,12.1,0,0,0,,,,,10/8/2024,10/9/2024
2,10,40.6,0,0,0,,,,,10/8/2024,10/9/2024
2,10,31.1,0,0,0,,,,,10/8/2024,10/9/2024
2,10,29.4,0,0,0,,,,,10/8/2024,10/9/2024
2,9,76.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,24.4,0,0,1,,,,,10/8/2024,10/9/2024
2,9,72.4,0,0,1,,,,,10/8/2024,10/9/2024
2,7,55.8,0,0,1,,,,,10/8/2024,10/9/2024
2,10,31.4,0,0,0,,,,,10/8/2024,10/9/2024
2,10,30.1,0,0,0,,,,,10/8/2024,10/9/2024
2,8,71.2,0,0,1,,,,,10/8/2024,10/9/2024
2,9,63.1,0,0,0,,,,,10/8/2024,10/9/2024
2,10,42.2,0,0,0,,,,,10/8/2024,10/9/2024
2,10,26.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,24.6,0,0,0,,,,,10/8/2024,10/9/2024
2,10,20.5,0,0,0,,,,,10/8/2024,10/9/2024
2,8,90.4,0,0,0,,,,,10/8/2024,10/9/2024
2,9,42.2,0,0,1,,,,,10/8/2024,10/9/2024
2,9,26.6,0,0,1,,,,,10/8/2024,10/9/2024
2,12,19.9,0,0,0,,,,,10/8/2024,10/9/2024
2,9,21.7,0,0,0,,,,,10/8/2024,10/9/2024
2,9,76.1,0,1,1,,,,,10/8/2024,10/9/2024
2,10,23,0,0,0,,,,,10/8/2024,10/9/2024
2,11,24.3,0,0,0,,,,,10/8/2024,10/9/2024
4,2,17.9,0,0,0,,,,,10/8/2024,10/9/2024
2,11,21.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,21.5,0,0,0,,,,,10/8/2024,10/9/2024
2,8,32.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,39,0,0,0,,,,,10/8/2024,10/9/2024
2,12,19.8,0,0,0,,,,,10/8/2024,10/9/2024
2,11,17.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,43.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,30.7,0,0,0,,,,,10/8/2024,10/9/2024
2,9,63.3,0,0,1,,,,,10/8/2024,10/9/2024
4,2,8.4,0,0,1,,,,,10/8/2024,10/9/2024
2,7,17.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,24.1,0,0,0,,,,,10/8/2024,10/9/2024
2,12,40.2,0,0,0,,,,,10/8/2024,10/9/2024
2,11,36.3,0,0,0,,,,,10/8/2024,10/9/2024
2,8,49.9,0,0,1,,,,,10/8/2024,10/9/2024
2,9,12.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,7.9,0,0,0,,,,,10/8/2024,10/9/2024
2,7,10.7,0,0,0,,,,,10/8/2024,10/9/2024
4,2,12.6,0,0,1,,,,,10/8/2024,10/9/2024
2,9,8.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,14.9,0,0,0,,,,,10/8/2024,10/9/2024
2,9,33.6,0,0,0,,,,,10/8/2024,10/9/2024
2,11,15.8,0,0,0,,,,,10/8/2024,10/9/2024
2,6,36.4,0,0,0,,,,,10/8/2024,10/9/2024
2,7,49.2,0,0,0,,,,,10/8/2024,10/9/2024
2,6,32.9,0,0,0,,,,,10/8/2024,10/9/2024
2,10,52.9,0,0,0,,,,,10/8/2024,10/9/2024
2,7,18.4,0,0,0,,,,,10/8/2024,10/9/2024
2,7,16.7,0,0,0,,,,,10/8/2024,10/9/2024
2,6,20.8,0,0,0,,,,,10/8/2024,10/9/2024
2,6,36.6,0,0,0,,,,,10/8/2024,10/9/2024
2,7,48.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,26.6,0,0,0,,,,,10/8/2024,10/9/2024
2,6,8,0,0,0,,,,,10/8/2024,10/9/2024
2,6,10.5,0,0,0,,,,,10/8/2024,10/9/2024
2,6,16.6,0,0,0,,,,,10/8/2024,10/9/2024
2,7,21.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,13.1,0,0,0,,,,,10/8/2024,10/9/2024
2,6,7.5,0,0,0,,,,,10/8/2024,10/9/2024
2,6,7.2,0,0,0,,,,,10/8/2024,10/9/2024
2,6,10.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,4,0,0,0,,,,,10/8/2024,10/9/2024
2,6,12.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,8.9,0,0,0,,,,,10/8/2024,10/9/2024
2,6,75.1,0,0,0,,,,,10/8/2024,10/9/2024
4,2,10.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,20,0,0,0,,,,,10/8/2024,10/9/2024
2,6,31.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,28.6,0,0,0,,,,,10/8/2024,10/9/2024
2,8,37,0,0,0,,,,,10/8/2024,10/9/2024
2,7,48.5,0,0,0,,,,,10/8/2024,10/9/2024
2,8,36.8,0,0,0,,,,,10/8/2024,10/9/2024
2,11,30.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,52.7,0,0,1,,,,,10/8/2024,10/9/2024
4,2,15.5,0,0,0,,,,,10/8/2024,10/9/2024
2,9,38.7,0,0,1,,,,,10/8/2024,10/9/2024
2,9,33.6,0,0,1,,,,,10/8/2024,10/9/2024
2,6,39,0,0,1,,,,,10/8/2024,10/9/2024
2,7,46,0,0,0,,,,,10/8/2024,10/9/2024
2,9,27.8,0,0,1,,,,,10/8/2024,10/9/2024
2,10,29.4,0,0,0,,,,,10/8/2024,10/9/2024
2,7,27.6,0,0,0,,,,,10/8/2024,10/9/2024
2,10,30.6,0,0,0,,,,,10/8/2024,10/9/2024
2,6,51.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,19.9,0,0,1,,,,,10/8/2024,10/9/2024
2,10,22.7,0,0,0,,,,,10/8/2024,10/9/2024
2,10,14.2,0,0,1,,,,,10/8/2024,10/9/2024
2,10,21.7,0,0,0,,,,,10/8/2024,10/9/2024
2,6,21.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,24.9,0,0,0,,,,,10/8/2024,10/9/2024
2,11,15.1,0,0,0,,,,,10/8/2024,10/9/2024
2,11,19.1,0,0,0,,,,,10/8/2024,10/9/2024
2,8,15.5,0,0,0,,,,,10/8/2024,10/9/2024
2,11,16.8,0,0,0,,,,,10/8/2024,10/9/2024
2,10,15.9,0,0,0,,,,,10/8/2024,10/9/2024
2,11,16.8,0,0,0,,,,,10/8/2024,10/9/2024
2,7,18.9,0,0,1,,,,,10/8/2024,10/9/2024
2,7,20.2,0,0,1,,,,,10/8/2024,10/9/2024
2,10,15,0,0,0,,,,,10/8/2024,10/9/2024
2,9,33,0,0,1,,,,,10/8/2024,10/9/2024
2,6,12.8,0,0,0,,,,,10/8/2024,10/9/2024
2,6,19.1,0,0,0,,,,,10/8/2024,10/9/2024
2,12,14.8,0,0,1,,,,,10/8/2024,10/9/2024
2,11,17.3,0,0,0,,,,,10/8/2024,10/9/2024
2,6,11.7,0,0,0,,,,,10/8/2024,10/9/2024
2,7,22.2,0,0,0,,,,,10/8/2024,10/9/2024
2,6,28.7,0,0,0,,,,,10/8/2024,10/9/2024
2,11,26,0,0,1,,,,,10/8/2024,10/9/2024
3,6,178.6,0,0,0,,,,,10/8/2024,10/9/2024
3,6,67.2,0,0,0,,,,,10/8/2024,10/9/2024
3,6,76.1,0,0,1,,,,,10/8/2024,10/9/2024
3,6,50.2,0,0,0,,,,,10/8/2024,10/9/2024
3,6,70.7,0,0,1,,,,,10/8/2024,10/9/2024
3,6,50.3,0,0,0,,,,,10/8/2024,10/9/2024
3,6,15.9,0,0,0,,,,,10/8/2024,10/9/2024
3,6,31.6,0,0,0,,,,,10/8/2024,10/9/2024
3,5,38,0,0,0,,,,,10/8/2024,10/9/2024
3,6,54.4,0,0,0,,,,,10/8/2024,10/9/2024
3,5,96.8,0,1,1,,,,,10/8/2024,10/9/2024
3,6,48.1,0,0,0,,,,,10/8/2024,10/9/2024
3,5,49.8,0,0,1,,,,,10/8/2024,10/9/2024
3,6,17,0,0,0,,,,,10/8/2024,10/9/2024
3,4,53.7,0,0,1,,,,,10/8/2024,10/9/2024
3,4,9.4,0,0,0,,,,,10/8/2024,10/9/2024
3,5,10.2,0,0,0,,,,,10/8/2024,10/9/2024
3,5,10.4,0,0,0,,,,,10/8/2024,10/9/2024
3,5,12.3,0,0,0,,,,,10/8/2024,10/9/2024
3,5,29.1,0,0,0,,,,,10/8/2024,10/9/2024
3,4,39,0,0,0,,,,,10/8/2024,10/9/2024
3,4,31.1,0,0,0,,,,,10/8/2024,10/9/2024
3,6,30.7,0,0,0,,,,,10/8/2024,10/9/2024
3,3,32.7,0,0,0,,,,,10/8/2024,10/9/2024
3,6,26,0,0,0,,,,,10/8/2024,10/9/2024
3,4,39.2,0,0,0,,,,,10/8/2024,10/9/2024
3,6,14.7,0,0,0,,,,,10/8/2024,10/9/2024
3,5,37.9,0,0,0,,,,,10/8/2024,10/9/2024
3,5,18.6,0,0,0,,,,,10/8/2024,10/9/2024
3,5,21.1,0,0,0,,,,,10/8/2024,10/9/2024
