row,plant,mass,BER,fungus,cracking,penetrometer,sugar 1,sugar 2,sugar_avg,date_harvest,date_analysis
3,9,40.3,1,1,0,,,,,10/8/2024,10/14/2024
3,11,20.2,0,0,0,,,,,10/8/2024,10/14/2024
3,10,29.1,0,0,1,,,,,10/8/2024,10/14/2024
3,11,26.4,0,0,0,,,,,10/8/2024,10/14/2024
3,4,11.5,0,0,1,,,,,10/8/2024,10/14/2024
3,11,27.3,0,0,0,,,,,10/8/2024,10/14/2024
3,9,58.6,0,0,0,,,,,10/8/2024,10/14/2024
4,12,29.6,0,0,0,,,,,10/8/2024,10/14/2024
2,5,60.7,0,0,1,,,,,10/8/2024,10/14/2024
2,5,65.1,0,0,0,,,,,10/8/2024,10/14/2024
2,5,63.1,0,0,1,,,,,10/8/2024,10/14/2024
2,4,35.4,0,0,0,,,,,10/8/2024,10/14/2024
2,5,64.1,0,0,1,,,,,10/8/2024,10/14/2024
4,1,53.4,0,0,1,,,,,10/8/2024,10/14/2024
4,11,53.2,0,0,0,,,,,10/8/2024,10/14/2024
2,5,52.2,0,0,0,,,,,10/8/2024,10/14/2024
2,5,49,0,0,0,,,,,10/8/2024,10/14/2024
2,5,39,0,0,0,,,,,10/8/2024,10/14/2024
2,5,51.1,0,0,1,,,,,10/8/2024,10/14/2024
2,5,45.3,0,0,1,,,,,10/8/2024,10/14/2024
4,1,65.2,0,0,1,,,,,10/8/2024,10/14/2024
2,1,29.5,0,0,1,,,,,10/8/2024,10/14/2024
2,5,41.3,0,0,1,,,,,10/8/2024,10/14/2024
2,4,41.2,0,0,0,,,,,10/8/2024,10/14/2024
2,4,34.5,0,0,0,,,,,10/8/2024,10/14/2024
3,8,107.1,1,0,0,,,,,10/8/2024,10/14/2024
3,8,73.4,0,1,1,,,,,10/8/2024,10/14/2024
3,9,48.5,0,0,0,,,,,10/8/2024,10/14/2024
3,10,45.8,0,0,0,,,,,10/8/2024,10/14/2024
3,8,30.7,0,0,0,,,,,10/8/2024,10/14/2024
2,2,43.9,1,0,0,,,,,10/8/2024,10/14/2024
2,4,53.8,0,1,1,,,,,10/8/2024,10/14/2024
2,3,63,0,0,1,,,,,10/8/2024,10/14/2024
4,1,57.2,0,0,1,,,,,10/8/2024,10/14/2024
2,3,78.2,0,0,1,,,,,10/8/2024,10/14/2024
4,1,50.9,0,0,1,,,,,10/8/2024,10/14/2024
4,4,47.7,0,0,1,,,,,10/8/2024,10/14/2024
4,5,52.6,0,1,1,,,,,10/8/2024,10/14/2024
2,5,47.9,0,0,1,,,,,10/8/2024,10/14/2024
4,5,72.2,0,0,1,,,,,10/8/2024,10/14/2024
3,9,61.2,0,0,0,,,,,10/8/2024,10/14/2024
2,3,72.8,1,0,1,,,,,10/8/2024,10/14/2024
4,7,56.3,0,0,1,,,,,10/8/2024,10/14/2024
1,12,46.7,0,0,0,,,,,10/8/2024,10/14/2024
4,1,54.1,0,0,0,,,,,10/8/2024,10/14/2024
1,11,69.7,0,0,0,,,,,10/8/2024,10/14/2024
4,5,27.2,1,1,0,,,,,10/8/2024,10/14/2024
4,4,53.4,0,0,0,,,,,10/8/2024,10/14/2024
4,5,44.2,0,0,1,,,,,10/8/2024,10/14/2024
4,4,42.5,0,0,1,,,,,10/8/2024,10/14/2024
4,7,50.6,1,0,1,,,,,10/8/2024,10/14/2024
2,2,34,0,1,1,,,,,10/8/2024,10/14/2024
2,3,53.9,0,0,1,,,,,10/8/2024,10/14/2024
2,5,44.5,0,0,0,,,,,10/8/2024,10/14/2024
2,2,47.4,0,0,0,,,,,10/8/2024,10/14/2024
2,3,38.8,0,0,1,,,,,10/8/2024,10/14/2024
3,3,32.1,0,0,1,,,,,10/8/2024,10/14/2024
1,9,41.5,1,0,1,,,,,10/8/2024,10/14/2024
3,4,43.1,0,0,1,,,,,10/8/2024,10/14/2024
3,2,40.1,0,0,0,,,,,10/8/2024,10/14/2024
2,5,37.6,0,0,0,,,,,10/8/2024,10/14/2024
3,10,45.9,0,0,0,,,,,10/8/2024,10/14/2024
4,5,42.4,0,0,0,,,,,10/8/2024,10/14/2024
3,11,28,0,0,1,,,,,10/8/2024,10/14/2024
3,8,27.6,0,0,0,,,,,10/8/2024,10/14/2024
4,5,35.3,0,0,1,,,,,10/8/2024,10/14/2024
4,7,33.9,1,0,1,,,,,10/8/2024,10/14/2024
3,8,90.4,0,0,1,,,,,10/8/2024,10/14/2024
3,8,58.1,0,0,0,,,,,10/8/2024,10/14/2024
3,9,54.1,0,0,1,,,,,10/8/2024,10/14/2024
3,9,49.3,0,0,0,,,,,10/8/2024,10/14/2024
3,9,49.4,0,0,1,,,,,10/8/2024,10/14/2024
1,2,47.9,1,1,0,,,,,10/8/2024,10/14/2024
1,2,55,0,0,0,,,,,10/8/2024,10/14/2024
1,2,67.2,0,0,0,,,,,10/8/2024,10/14/2024
1,1,39.9,1,1,1,,,,,10/8/2024,10/14/2024
2,4,35.9,0,1,1,,,,,10/8/2024,10/14/2024
1,1,28.5,0,0,0,,,,,10/8/2024,10/21/2024
1,2,35.9,0,0,1,,,,,10/8/2024,10/21/2024
1,1,34.4,0,0,0,,,,,10/8/2024,10/21/2024
2,5,29.4,0,0,0,,,,,10/8/2024,10/21/2024
1,1,15.9,0,0,0,,,,,10/8/2024,10/21/2024
1,2,6.7,0,0,0,,,,,10/8/2024,10/21/2024
1,1,5.2,0,0,0,,,,,10/8/2024,10/21/2024
2,4,7,0,0,0,,,,,10/8/2024,10/21/2024
1,1,12.3,0,0,0,,,,,10/8/2024,10/21/2024
1,1,14.6,0,0,0,,,,,10/8/2024,10/21/2024
1,2,14,1,1,0,,,,,10/8/2024,10/21/2024
1,1,24.1,0,0,0,,,,,10/8/2024,10/21/2024
1,1,31.7,0,0,0,,,,,10/8/2024,10/21/2024
1,1,30.7,0,0,0,,,,,10/8/2024,10/21/2024
2,4,18.4,0,0,0,,,,,10/8/2024,10/21/2024
2,1,16.4,0,0,0,,,,,10/8/2024,10/21/2024
2,1,7.3,0,0,0,,,,,10/8/2024,10/21/2024
2,1,14.1,0,0,0,,,,,10/8/2024,10/21/2024
1,1,21.1,0,0,0,,,,,10/8/2024,10/21/2024
1,1,15.1,0,0,0,,,,,10/8/2024,10/21/2024
3,9,42.5,0,0,1,,,,,10/8/2024,10/21/2024
1,1,9.1,0,0,0,,,,,10/8/2024,10/21/2024
1,2,18.5,1,1,0,,,,,10/8/2024,10/21/2024
1,2,11.2,1,1,0,,,,,10/8/2024,10/21/2024
1,1,27.5,0,0,1,,,,,10/8/2024,10/21/2024
1,2,30.1,0,0,1,,,,,10/8/2024,10/21/2024
2,4,37.7,0,0,0,,,,,10/8/2024,10/21/2024
1,1,14.5,0,0,0,,,,,10/8/2024,10/21/2024
2,4,3.6,0,0,0,,,,,10/8/2024,10/21/2024
1,1,27,0,0,0,,,,,10/8/2024,10/21/2024
2,3,24.7,0,0,1,,,,,10/8/2024,10/21/2024
1,2,44.4,0,0,1,,,,,10/8/2024,10/21/2024
2,1,6.3,0,0,0,,,,,10/8/2024,10/21/2024
1,2,16.9,0,0,1,,,,,10/8/2024,10/21/2024
3,11,21.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,19,0,0,0,,,,,10/8/2024,10/21/2024
2,2,11.6,0,0,1,,,,,10/8/2024,10/21/2024
1,1,18.8,0,0,0,,,,,10/8/2024,10/21/2024
1,2,27.1,0,0,1,,,,,10/8/2024,10/21/2024
1,1,22.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,18,0,0,0,,,,,10/8/2024,10/21/2024
3,9,21.9,0,0,0,,,,,10/8/2024,10/21/2024
1,1,26.1,0,0,1,,,,,10/8/2024,10/21/2024
2,3,15.6,0,0,1,,,,,10/8/2024,10/21/2024
1,2,38.7,0,0,0,,,,,10/8/2024,10/21/2024
1,2,7.4,0,0,1,,,,,10/8/2024,10/21/2024
2,4,16.6,0,0,1,,,,,10/8/2024,10/21/2024
2,2,22.3,0,0,0,,,,,10/8/2024,10/21/2024
2,5,11.7,0,0,0,,,,,10/8/2024,10/21/2024
2,2,16,0,0,0,,,,,10/8/2024,10/21/2024
1,3,16.7,0,0,1,,,,,10/8/2024,10/21/2024
1,1,10.9,0,0,0,,,,,10/8/2024,10/21/2024
1,1,5.3,0,0,0,,,,,10/8/2024,10/21/2024
2,2,5.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,22.1,0,0,0,,,,,10/8/2024,10/21/2024
2,4,23.4,0,0,0,,,,,10/8/2024,10/21/2024
2,5,23,0,0,0,,,,,10/8/2024,10/21/2024
1,1,3.5,0,0,0,,,,,10/8/2024,10/21/2024
3,11,21,0,0,0,,,,,10/8/2024,10/21/2024
2,2,4.8,0,0,0,,,,,10/8/2024,10/21/2024
3,11,20.8,0,0,1,,,,,10/8/2024,10/21/2024
3,10,26.3,0,0,0,,,,,10/8/2024,10/21/2024
2,1,8.8,0,0,0,,,,,10/8/2024,10/21/2024
3,11,16.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,23.7,0,0,1,,,,,10/8/2024,10/21/2024
1,3,17.2,0,0,0,,,,,10/8/2024,10/21/2024
2,4,15.7,0,0,1,,,,,10/8/2024,10/21/2024
1,1,3.5,0,0,0,,,,,10/8/2024,10/21/2024
2,4,11.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,15.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,2.8,0,0,0,,,,,10/8/2024,10/21/2024
2,11,19.5,0,0,0,,,,,10/8/2024,10/21/2024
1,1,16.4,0,0,0,,,,,10/8/2024,10/21/2024
3,10,19.1,0,0,0,,,,,10/8/2024,10/21/2024
1,2,28.1,0,0,0,,,,,10/8/2024,10/21/2024
3,10,15.8,0,0,0,,,,,10/8/2024,10/21/2024
3,10,22.8,0,0,0,,,,,10/8/2024,10/21/2024
3,10,20.9,0,0,1,,,,,10/8/2024,10/21/2024
3,10,15.5,0,0,0,,,,,10/8/2024,10/21/2024
1,2,5.4,0,0,0,,,,,10/8/2024,10/21/2024
1,2,8.4,0,0,0,,,,,10/8/2024,10/21/2024
3,9,32.1,0,0,0,,,,,10/8/2024,10/21/2024
3,10,0,0,0,0,,,,,10/8/2024,10/21/2024
2,4,4,0,0,0,,,,,10/8/2024,10/21/2024
3,11,15.9,0,0,0,,,,,10/8/2024,10/21/2024
1,1,3.5,0,0,0,,,,,10/8/2024,10/21/2024
3,10,17.8,0,0,1,,,,,10/8/2024,10/21/2024
3,9,48.8,0,0,0,,,,,10/8/2024,10/21/2024
3,11,12,0,0,0,,,,,10/8/2024,10/21/2024
3,11,18.4,0,0,0,,,,,10/8/2024,10/21/2024
3,9,24.1,0,0,0,,,,,10/8/2024,10/21/2024
3,11,12.6,0,0,0,,,,,10/8/2024,10/21/2024
3,10,17.1,0,0,0,,,,,10/8/2024,10/21/2024
3,8,33.2,0,0,1,,,,,10/8/2024,10/21/2024
2,5,10.6,0,0,0,,,,,10/8/2024,10/21/2024
3,11,11.8,0,0,1,,,,,10/8/2024,10/21/2024
3,10,20.4,0,0,0,,,,,10/8/2024,10/21/2024
3,9,13,0,0,0,,,,,10/8/2024,10/21/2024
3,8,38,0,0,0,,,,,10/8/2024,10/21/2024
3,8,42.7,0,0,0,,,,,10/8/2024,10/21/2024
3,11,11.7,0,0,0,,,,,10/8/2024,10/21/2024
1,2,1.3,0,0,0,,,,,10/8/2024,10/21/2024
3,10,9.9,0,0,0,,,,,10/8/2024,10/21/2024
1,2,3.2,0,0,0,,,,,10/8/2024,10/21/2024
3,8,34,0,0,0,,,,,10/8/2024,10/21/2024
3,7,41.4,0,0,1,,,,,10/8/2024,10/21/2024
3,11,14,0,0,0,,,,,10/8/2024,10/21/2024
3,9,15.6,0,0,0,,,,,10/8/2024,10/21/2024
3,10,17.4,0,0,0,,,,,10/8/2024,10/21/2024
3,7,26.6,0,0,0,,,,,10/8/2024,10/21/2024
3,10,12.4,0,0,0,,,,,10/8/2024,10/21/2024
3,9,16.8,0,0,0,,,,,10/8/2024,10/21/2024
3,7,21.5,0,0,0,,,,,10/8/2024,10/21/2024
2,2,7,0,0,0,,,,,10/8/2024,10/21/2024
3,7,16.7,0,0,0,,,,,10/8/2024,10/21/2024
3,7,48.9,0,0,0,,,,,10/8/2024,10/21/2024
3,11,27,0,0,0,,,,,10/8/2024,10/21/2024
3,10,18.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,11.8,0,0,0,,,,,10/8/2024,10/21/2024
3,11,13.1,0,0,0,,,,,10/8/2024,10/21/2024
3,9,37.9,0,0,1,,,,,10/8/2024,10/21/2024
3,8,43.8,0,0,1,,,,,10/8/2024,10/21/2024
3,8,26.3,0,0,1,,,,,10/8/2024,10/21/2024
3,7,56.5,0,0,0,,,,,10/8/2024,10/21/2024
3,10,20.6,0,0,0,,,,,10/8/2024,10/21/2024
3,11,14.8,0,0,0,,,,,10/8/2024,10/21/2024
3,10,16,0,0,0,,,,,10/8/2024,10/21/2024
3,11,16.8,0,0,0,,,,,10/8/2024,10/21/2024
3,11,19.1,0,0,0,,,,,10/8/2024,10/21/2024
3,8,32,1,1,0,,,,,10/8/2024,10/21/2024
3,7,24.7,0,0,0,,,,,10/8/2024,10/21/2024
3,11,19.2,0,0,0,,,,,10/8/2024,10/21/2024
3,7,16.2,0,0,0,,,,,10/8/2024,10/21/2024
3,10,11.2,0,0,0,,,,,10/8/2024,10/21/2024
3,11,12.2,0,0,0,,,,,10/8/2024,10/21/2024
3,10,17.9,0,0,0,,,,,10/8/2024,10/21/2024
3,8,15,0,0,1,,,,,10/8/2024,10/21/2024
3,7,21.5,0,0,0,,,,,10/8/2024,10/21/2024
3,7,43.5,0,0,0,,,,,10/8/2024,10/21/2024
1,1,40.8,0,1,1,,,,,10/8/2024,10/21/2024
1,1,6.5,0,0,0,,,,,10/8/2024,10/21/2024
2,1,15.5,0,1,0,,,,,10/8/2024,10/21/2024
1,1,21.8,0,1,1,,,,,10/8/2024,10/21/2024
1,2,18,0,1,0,,,,,10/8/2024,10/21/2024
2,1,21.1,0,0,0,,,,,10/8/2024,10/21/2024
1,1,37.2,0,1,1,,,,,10/8/2024,10/21/2024
1,1,29,0,0,0,,,,,10/8/2024,10/21/2024
4,8,21.1,0,0,0,,,,,10/8/2024,10/21/2024
4,8,30.4,0,0,0,,,,,10/8/2024,10/21/2024
2,2,5,0,0,0,,,,,10/8/2024,10/21/2024
1,1,25,0,1,0,,,,,10/8/2024,10/21/2024
2,2,5.9,0,1,0,,,,,10/8/2024,10/21/2024
1,1,29.3,0,0,0,,,,,10/8/2024,10/21/2024
1,2,16.8,0,1,0,,,,,10/8/2024,10/21/2024
2,2,3.7,0,0,0,,,,,10/8/2024,10/21/2024
4,12,27.3,1,1,0,,,,,10/8/2024,10/21/2024
4,12,35.2,0,0,0,,,,,10/8/2024,10/21/2024
2,2,6.2,0,0,0,,,,,10/8/2024,10/21/2024
1,1,10,0,0,0,,,,,10/8/2024,10/21/2024
1,2,3.6,0,0,0,,,,,10/8/2024,10/21/2024
4,8,28.2,0,0,0,,,,,10/8/2024,10/21/2024
4,7,23.5,0,1,1,,,,,10/8/2024,10/21/2024
1,2,17.6,0,1,1,,,,,10/8/2024,10/21/2024
4,12,22.7,0,0,0,,,,,10/8/2024,10/21/2024
1,2,63.7,0,1,1,,,,,10/8/2024,10/21/2024
4,12,18.3,0,0,0,,,,,10/8/2024,10/21/2024
4,7,19.6,1,1,0,,,,,10/8/2024,10/21/2024
4,5,21.1,1,1,0,,,,,10/8/2024,10/21/2024
3,7,14,0,0,0,,,,,10/8/2024,10/21/2024
3,7,15.4,0,0,0,,,,,10/8/2024,10/21/2024
3,8,77.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,27.5,0,0,0,,,,,10/8/2024,10/21/2024
3,7,56.8,0,0,0,,,,,10/8/2024,10/21/2024
3,7,53,0,0,0,,,,,10/8/2024,10/21/2024
3,7,29.7,0,0,0,,,,,10/8/2024,10/21/2024
3,7,17.2,0,0,0,,,,,10/8/2024,10/21/2024
3,7,56.5,0,1,0,,,,,10/8/2024,10/21/2024
3,7,23.6,0,1,1,,,,,10/8/2024,10/21/2024
3,7,27,0,0,0,,,,,10/8/2024,10/21/2024
3,7,21.9,0,0,0,,,,,10/8/2024,10/21/2024
3,7,30,0,0,0,,,,,10/8/2024,10/21/2024
3,7,21.9,0,0,0,,,,,10/8/2024,10/21/2024
3,11,44.4,0,0,1,,,,,10/8/2024,10/21/2024
3,11,34.2,0,0,0,,,,,10/8/2024,10/21/2024
3,7,19.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,8.2,0,0,1,,,,,10/8/2024,10/21/2024
3,7,39.2,0,0,0,,,,,10/8/2024,10/21/2024
3,8,32.3,0,0,0,,,,,10/8/2024,10/21/2024
3,10,9.8,0,0,1,,,,,10/8/2024,10/21/2024
3,9,34.7,0,0,0,,,,,10/8/2024,10/21/2024
3,8,47,0,0,1,,,,,10/8/2024,10/21/2024
3,10,23,0,0,1,,,,,10/8/2024,10/21/2024
3,7,13.3,0,0,0,,,,,10/8/2024,10/21/2024
3,10,9.5,0,0,0,,,,,10/8/2024,10/21/2024
3,7,19.7,0,0,0,,,,,10/8/2024,10/21/2024
2,2,4.3,0,0,1,,,,,10/8/2024,10/21/2024
3,9,50.4,0,0,1,,,,,10/8/2024,10/21/2024
3,10,29,0,0,0,,,,,10/8/2024,10/21/2024
3,8,21.6,0,0,0,,,,,10/8/2024,10/21/2024
3,8,100.1,0,0,0,,,,,10/8/2024,10/21/2024
3,10,39,1,0,0,,,,,10/8/2024,10/21/2024
3,7,88.6,1,1,1,,,,,10/8/2024,10/21/2024
3,8,60,0,0,1,,,,,10/8/2024,10/21/2024
3,8,37.2,0,0,1,,,,,10/8/2024,10/21/2024
3,8,28.2,0,0,1,,,,,10/8/2024,10/21/2024
3,7,33,0,0,0,,,,,10/8/2024,10/21/2024
3,8,26.8,0,0,0,,,,,10/8/2024,10/21/2024
3,7,56.8,0,1,0,,,,,10/8/2024,10/21/2024
3,7,47.2,0,0,1,,,,,10/8/2024,10/21/2024
3,7,23.2,0,0,1,,,,,10/8/2024,10/21/2024
3,8,23.5,0,0,0,,,,,10/8/2024,10/21/2024
3,7,25.7,0,0,0,,,,,10/8/2024,10/21/2024
3,10,15.4,0,0,0,,,,,10/8/2024,10/21/2024
3,11,12.7,0,0,0,,,,,10/8/2024,10/21/2024
3,7,22.9,0,0,1,,,,,10/8/2024,10/21/2024
3,7,17,0,0,0,,,,,10/8/2024,10/21/2024
3,7,9.1,0,0,0,,,,,10/8/2024,10/21/2024
3,11,12.8,0,0,0,,,,,10/8/2024,10/21/2024
3,7,24.3,0,0,1,,,,,10/8/2024,10/21/2024
3,11,22.2,0,0,0,,,,,10/8/2024,10/21/2024
3,11,11.9,0,0,0,,,,,10/8/2024,10/21/2024
3,7,17.1,0,0,0,,,,,10/8/2024,10/21/2024
3,10,8.5,0,0,0,,,,,10/8/2024,10/21/2024
3,11,11.4,0,0,0,,,,,10/8/2024,10/21/2024
2,5,28.7,1,0,0,,,,,10/8/2024,10/21/2024
1,1,45,0,0,0,,,,,10/8/2024,10/21/2024
2,5,33.2,0,0,0,,,,,10/8/2024,10/21/2024
2,5,26,0,0,0,,,,,10/8/2024,10/21/2024
2,5,29.5,0,0,0,,,,,10/8/2024,10/21/2024
1,2,23.5,0,0,0,,,,,10/8/2024,10/21/2024
2,2,13.1,0,0,0,,,,,10/8/2024,10/21/2024
2,2,18,0,0,0,,,,,10/8/2024,10/21/2024
2,5,20,0,0,1,,,,,10/8/2024,10/21/2024
1,1,19.1,0,0,0,,,,,10/8/2024,10/21/2024
2,4,12.6,0,0,1,,,,,10/8/2024,10/21/2024
2,4,31.9,0,0,1,,,,,10/8/2024,10/21/2024
2,4,33.1,0,0,0,,,,,10/8/2024,10/21/2024
1,1,20.1,0,0,0,,,,,10/8/2024,10/21/2024
2,4,36.7,0,0,1,,,,,10/8/2024,10/21/2024
2,3,52.7,0,0,0,,,,,10/8/2024,10/21/2024
2,4,14.5,0,0,0,,,,,10/8/2024,10/21/2024
3,6,22.2,0,0,1,,,,,10/8/2024,10/21/2024
2,5,15.4,0,0,0,,,,,10/8/2024,10/21/2024
2,4,20.8,0,0,0,,,,,10/8/2024,10/21/2024
1,11,38.8,0,0,1,,,,,10/8/2024,10/21/2024
2,2,2.9,0,0,0,,,,,10/8/2024,10/21/2024
2,2,18.7,0,0,0,,,,,10/8/2024,10/21/2024
2,2,9.6,0,0,1,,,,,10/8/2024,10/21/2024
2,2,17.2,0,0,1,,,,,10/8/2024,10/21/2024
1,12,38.6,0,0,0,,,,,10/8/2024,10/21/2024
2,3,28.1,0,0,1,,,,,10/8/2024,10/21/2024
2,4,18.2,0,0,1,,,,,10/8/2024,10/21/2024
1,12,22.5,0,0,0,,,,,10/8/2024,10/21/2024
2,4,27.1,0,0,1,,,,,10/8/2024,10/21/2024
3,3,26.5,0,1,1,,,,,10/8/2024,10/21/2024
2,2,22.1,0,0,0,,,,,10/8/2024,10/21/2024
3,3,21.1,0,0,0,,,,,10/8/2024,10/21/2024
2,3,18.2,0,1,1,,,,,10/8/2024,10/21/2024
2,4,17.6,0,0,1,,,,,10/8/2024,10/21/2024
1,2,31.3,0,0,1,,,,,10/8/2024,10/21/2024
1,12,18.6,0,0,0,,,,,10/8/2024,10/21/2024
2,2,24,0,0,0,,,,,10/8/2024,10/21/2024
2,4,15.5,0,0,0,,,,,10/8/2024,10/21/2024
2,5,18.9,0,0,0,,,,,10/8/2024,10/21/2024
1,12,23.1,0,0,0,,,,,10/8/2024,10/21/2024
1,12,14,0,0,0,,,,,10/8/2024,10/21/2024
3,2,16.1,0,1,0,,,,,10/8/2024,10/21/2024
2,2,7.9,0,0,0,,,,,10/8/2024,10/21/2024
1,12,15.4,0,0,0,,,,,10/8/2024,10/21/2024
1,12,23.8,0,0,0,,,,,10/8/2024,10/21/2024
2,4,9.9,0,0,0,,,,,10/8/2024,10/21/2024
2,5,15.9,0,0,0,,,,,10/8/2024,10/21/2024
1,12,18.3,0,0,0,,,,,10/8/2024,10/21/2024
3,5,25.8,0,0,1,,,,,10/8/2024,10/21/2024
1,11,46.6,0,0,1,,,,,10/8/2024,10/21/2024
2,5,38.1,0,0,0,,,,,10/8/2024,10/21/2024
1,12,7.6,0,1,0,,,,,10/8/2024,10/21/2024
2,4,10.6,0,0,0,,,,,10/8/2024,10/21/2024
1,1,8.5,0,0,0,,,,,10/8/2024,10/21/2024
1,12,12.3,0,0,0,,,,,10/8/2024,10/21/2024
2,5,20.3,0,0,0,,,,,10/8/2024,10/21/2024
2,2,49.9,0,0,1,,,,,10/8/2024,10/21/2024
1,12,11.9,0,0,0,,,,,10/8/2024,10/21/2024
3,5,21.7,0,0,0,,,,,10/8/2024,10/21/2024
4,1,26.5,0,1,1,,,,,10/8/2024,10/21/2024
3,8,33,0,1,0,,,,,10/8/2024,10/21/2024
3,3,16.1,0,0,0,,,,,10/8/2024,10/21/2024
1,12,22.4,0,0,0,,,,,10/8/2024,10/21/2024
1,12,16.6,0,0,0,,,,,10/8/2024,10/21/2024
1,12,12.2,0,0,0,,,,,10/8/2024,10/21/2024
1,12,7.6,0,0,0,,,,,10/8/2024,10/21/2024
1,10,10,0,0,1,,,,,10/8/2024,10/21/2024
2,5,14.7,0,0,0,,,,,10/8/2024,10/21/2024
3,3,26.8,0,0,1,,,,,10/8/2024,10/21/2024
2,4,35.8,0,0,1,,,,,10/8/2024,10/21/2024
4,1,12.8,0,0,0,,,,,10/8/2024,10/21/2024
1,12,12.3,0,0,0,,,,,10/8/2024,10/21/2024
4,1,9.5,0,0,0,,,,,10/8/2024,10/21/2024
1,12,19.6,0,0,0,,,,,10/8/2024,10/21/2024
1,12,9.2,0,0,0,,,,,10/8/2024,10/21/2024
